pest_ID,sed_conc,sed_gr
10031,1.5726417434158335,1.0149562500000016
10032,4.4216216604547585,2.856712499999995
10033,5.340668454850219,3.4516874999999954
10034,4.063121104969284,2.624737500000001
10035,3.8533615408067035,2.4890374999999936
10036,3.139589909424021,2.0274374999999982
10037,2.5799470466308443,1.6656875000000022
